Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Tinodes,FALSE,,,,,,,Less30,,,,,115350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Tinodes,,,,,,Trichoptera
Tipula,FALSE,4,SH,semi,GENE,,cowa,,18.63,22.86,,,119037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Tipula,,,,,,Diptera
Tipulidae,FALSE,4,UNKN,semi,GENE,,eurythermal,,18.21,22.22,,,118840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,,,,,,,,Diptera
Tokunagaia,FALSE,,,,,,,Less30,,,,,129194,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tokunagaia,,,,,,Chironomidae
Torrenticola,FALSE,,,,,,cool,,17.52,21.69,,,83254,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Torrenticola,,,,,,Other Non-Insect
Torrenticolidae,FALSE,,,,,,cool,,17.38,21.55,,,83249,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,,,,,,,Other Non-Insect
Traverella,FALSE,,,,,,,,,,,,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,,Ephemeroptera
Trepaxonemata,FALSE,4,PR,multi,RHEO,,eurythermal,,15.27,22.12,,,914204,Animalia,Platyhelminthes,Rhabditophora,Trepaxonemata,,,,,,,,,,,,,,,Other Non-Insect
Triaenodes,FALSE,,,,,,,Less30,,,,,116565,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Triaenodini,,Triaenodes,,,,,,Trichoptera
Tribelos,FALSE,4,CG,multi,GENE,,warm,,19.49,24.44,,,129820,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,,,,Chironomidae
Trichoclinocera,FALSE,4,PR,uni,RHEO,,eurythermal,,19.85,22.49,,,135903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Trichoclinocera,,,,,,Diptera
Trichoptera,FALSE,NA,UNKN,UNKN,UNKN,,eurythermal,,18.26,22.90,,,115095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Tricorythodes,FALSE,4,CG,multi,DEPO,,stenow,,24.18,27.58,steno_warm,,101405,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Tricorythodes,,,,,,Ephemeroptera
Trissopelopia,FALSE,NA,PR,multi,GENE,,,,,,,,128251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Trissopelopia,,,,,,Chironomidae
Trombidiformes,FALSE,4,PR,multi,UNKN,,eurythermal,,17.79,22.28,,,82769,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,,,,,,,Other Non-Insect
Tropisternus,FALSE,4,PR,uni,GENE,,,Less30,,,,,112938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Tropisternus,,,,,,Coleoptera
Truncatelloidea,FALSE,4,SC,semi,RHEO,TRUE,cowa,,20.74,24.44,,,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,,Other Non-Insect
Tubifex,FALSE,,,,,,,Less30,,,,,68622,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Tubifex,,,,,,Oligochaeta
Tubificinae,FALSE,,,,,,warm,,21.03,24.59,,yes,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,,Oligochaeta
Tvetenia,FALSE,4,CG,multi,RHEO,,eurythermal,,17.61,22.01,,,129197,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,,,,,Chironomidae
Tvetenia Bavarica Group,FALSE,4,CG,multi,RHEO,,cool,,17.47,21.38,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,Bavarica Gr.,,,,Chironomidae
Tvetenia Discoloripes Group,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,Discoloripes Gr.,,,,Chironomidae
Twinnia,FALSE,,,,,,,Less30,,,,,126767,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Twinnia,,,,,,Diptera
Tyrrellia,FALSE,,,,,,,,,,,,83068,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Tyrrellia,,,,,,Other Non-Insect
Uenoidae,FALSE,2,SC,semi,RHEO,,cool,,14.92,20.76,,yes,568757,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,,,,,,,,,,Trichoptera
Ulomorpha,FALSE,NA,PR,uni,SPEC,TRUE,,Less30,,,,,120387,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Ulomorpha,,,,,,Diptera
Uncinais,FALSE,,,,,,,,,,,,68990,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Uncinais,,,,,,Oligochaeta
Unionicola,FALSE,,,,,,,Less30,,,,,83073,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Unionicola,,,,,,Other Non-Insect
Unionicolidae,FALSE,,,,,,,Less30,,,,,83072,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,,,,,,,Other Non-Insect
Unionoidea,FALSE,,,,,,warm,,21.62,24.69,,,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,Unionoidea,,,,,,,,,,,,Other Non-Insect
Utaxatax,FALSE,,,,,,,Less30,,,,,83534,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Utaxatax,,,,,,Other Non-Insect
Valvata,FALSE,NA,SC,uni,GENE,TRUE,,Less30,,,,,70346,Animalia,Mollusca,,Gastropoda,,Heterostropha,,,Valvatidae,,,,Valvata,,,,,,Other Non-Insect
Varichaetadrilus,FALSE,,,,,,,Less30,,,,,68812,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Varichaetadrilus,,,,,,Oligochaeta
Vejdovskyella,FALSE,,,,,,,Less30,,,,,69009,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Vejdovskyella,,,,,,Oligochaeta
Veneroida,FALSE,,,,,,warm,,19.99,24.04,,,80384,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,,,,,,,,,,,Other Non-Insect
Visoka cataractae,FALSE,2,SH,semi,RHEO,TRUE,stenoc,,13.68,17.69,steno_cold,,102614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Visoka,,,,,,Plecoptera
Volsellacarus,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Volsellacarus,,,,,,Other Non-Insect
Vorticifex,FALSE,NA,SC,uni,GENE,,,Less30,,,,,76673,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Vorticifex,,,,,,Other Non-Insect
Wandesia,FALSE,,,,,,cold,,14.45,19.07,,,83172,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Wandesia,,,,,,Other Non-Insect
Wiedemannia,FALSE,,,,,,cold,,14.96,19.70,,,135920,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Wiedemannia,,,,,,Diptera
Woolastookia,FALSE,,,,,,,,,,,,83461,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Woolastookia,,,,,,Other Non-Insect
Wormaldia,FALSE,4,CF,multi,RHEO,,cowa,,18.92,22.40,coolwarm,,115258,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,,Trichoptera
Xenochironomus xenolabis,FALSE,,,,,,,Less30,,,,,129837,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,,,xenolabis,Chironomidae
Xylotopus,FALSE,,,,,,,Less30,,,,,129208,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Xylotopus,,,,,,Chironomidae
Xystonotus,FALSE,,,,,,,Less30,,,,,83489,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Xystonotus,,,,,,Other Non-Insect
Yoraperla,FALSE,2,SH,semi,RHEO,,cold,,14.28,19.67,cold,,102510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Yoraperla,,,,,,Plecoptera
Yoraperla mariana,FALSE,,,,,,stenoc,,12.73,14.21,,,103312,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Yoraperla,,,,,mariana,Plecoptera
Yphria,FALSE,,,,,,,Less30,,,,,115922,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Yphriinae,,,Yphria,,,,,,Trichoptera
Zaitzevia,FALSE,4,CG,semi,RHEO,,warm,,20.83,23.57,,,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,,Coleoptera
Zapada,FALSE,3,SH,UNKN,RHEO,,cool,,16.66,21.41,,yes,102591,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,,Plecoptera
Zapada cinctipes,FALSE,4,SH,uni,RHEO,,cool,,18.06,21.97,,,102594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,cinctipes,Plecoptera
Zapada columbiana,FALSE,2,SH,semi,RHEO,,stenoc,,12.77,17.89,steno_cold,,102596,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,columbiana,Plecoptera
Zapada frigida,FALSE,2,SH,uni,RHEO,TRUE,cold,,15.37,19.02,,,102601,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,frigida,Plecoptera
Zapada Oregonensis Group,FALSE,3,SH,semi,RHEO,,cold,,15.74,19.57,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,Oregonensis Gr.,,,,Plecoptera
Zavrelia,FALSE,NA,,,,,,Less30,,,,,130038,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Zavrelia,,,,,,Chironomidae
Zavrelimyia,FALSE,4,PR,multi,GENE,,cool,,17.77,21.41,,,128259,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Zavrelimyia,,,,,,Chironomidae
Zygoptera,FALSE,NA,PR,uni,GENE,,stenow,,23.79,27.40,,,102042,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,,,,,,,,,,,Odonata
