Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Cloeon dipterum,FALSE,,,Cloeon dipterum,Cloeon dipterum,,Cloeon dipterum,Cloeon dipterum
Coelotanypus,FALSE,,,Coelotanypus,Coelotanypus,,Coelotanypus,Coelotanypus
Columbiathyas,FALSE,,,Columbiathyas,Trombidiformes,,Columbiathyas,Columbiathyas
Cookacarus,FALSE,,,Cookacarus,Trombidiformes,,Cookacarus,Cookacarus
Cordulia shurtleffii,FALSE,,,Cordulia shurtleffii,Cordulia shurtleffii,,Cordulia shurtleffii,Cordulia shurtleffii
Cordylophora caspia,FALSE,,,Cordylophora caspia,Cordylophora caspia,,Cordylophora caspia,Cordylophora caspia
Corethrella,FALSE,,,Corethrella,Corethrella,,Corethrella,Corethrella
Cyclomomonia,FALSE,,,Cyclomomonia,Trombidiformes,,Cyclomomonia,Cyclomomonia
Cyclothyas,FALSE,,,Cyclothyas,Trombidiformes,,Cyclothyas,Cyclothyas
Cylindrotomidae,FALSE,Identification to genus is usually straight forward for this small family.,,Cylindrotomidae,Cylindrotomidae,,Cylindrotomidae,Cylindrotomidae
Cymatia americana,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Cymatia americana,Cymatia americana,,Cymatia americana,Cymatia americana
Cyphomella,FALSE,,,Cyphomella,Cyphomella,,Cyphomella,Cyphomella
Cystobranchus,FALSE,STE is genus to be conservative; only one western species known so far,,Cystobranchus,Cystobranchus,,Cystobranchus,Cystobranchus
Desmopachria,FALSE,,,Desmopachria,Desmopachria,,Desmopachria,Desmopachria
Diamphidaxona,FALSE,,,Diamphidaxona,Trombidiformes,,Diamphidaxona,Diamphidaxona
Diporeia erythrophthalma,FALSE,,,Diporeia erythrophthalma,Diporeia erythrophthalma,,Diporeia erythrophthalma,Diporeia erythrophthalma
Djalmabatista,FALSE,,,Djalmabatista,Djalmabatista,,Djalmabatista,Djalmabatista
Doithrix,FALSE,,,Doithrix,Doithrix,,Doithrix,Doithrix
Dolichocephala,FALSE,Supposedly lotic and widspread in North America; but there are few if any records of this genus in PNW mid-order stream data sets. It is known from temporary streams in western Oregon.,,Dolichocephala,Dolichocephala,,Dolichocephala,Dolichocephala
Dreissena,FALSE,,,Dreissena,Dreissena,,Dreissena,Dreissena
Dreissena bugensis,FALSE,,,Dreissena bugensis,Dreissena bugensis,,Dreissena bugensis,Dreissena bugensis
Dreissena polymorpha,FALSE,,,Dreissena polymorpha,Dreissena polymorpha,,Dreissena polymorpha,Dreissena polymorpha
Drunella Coloradensis Group,FALSE,Drunella coloradensis/flavilinea was previously used by some labs for some time.,,Drunella Coloradensis Group,Drunella Coloradensis Group,,Drunella Coloradensis Group,Drunella Coloradensis Group
Drunella Grandis Group,FALSE,"Drunella grandis/spinifera has previously been used by some labs for this taxon. D. grandis and D. spinifera display a gradation in key characters that often make separation of the two species difficult, particularly for anything besides late instar nymph",,Drunella Grandis Group,Drunella Grandis Group,,Drunella Grandis Group,Drunella Grandis Group
Dytiscinae,FALSE,,,Dytiscinae,Dytiscinae,,Dytiscinae,Dytiscinae
Ecdyonurus simplicioides,FALSE,"Afghanurus simplicioides (McDunnough, 1924); Heptagenia simplicoides McDunnough, 1924; Nixe simplicoides (McDunnough, 1924) are synonyms",,Ecdyonurus simplicioides,Ecdyonurus simplicioides,,Ecdyonurus simplicioides,Ecdyonurus simplicioides
Edmundsius agilis,FALSE,,,Edmundsius agilis,Edmundsius agilis,,Edmundsius agilis,Edmundsius agilis
Eiseniella,FALSE,,,Eiseniella,Oligochaeta,,Oligochaeta,Oligochaeta
Elliptera,FALSE,,,Elliptera,Elliptera,,Elliptera,Elliptera
Eohaustorius,FALSE,,,Eohaustorius,Eohaustorius,,Eohaustorius,Eohaustorius
Ephemerella mucronata,FALSE,"Ephemerella moffatae Allen, 1977 is a junior synonym of Ephemerella mucronata.",,Ephemerella mucronata,Ephemerella mucronata,,Ephemerella mucronata,Ephemerella mucronata
Ephemerella velmae,FALSE,Serratella velmae was transferred to Ephemerella by Jacobus & McCafferty (2008). All former data records of Serratella velmae can be updated to Ephemerella velmae.,,Ephemerella velmae,Ephemerella velmae,,Ephemerella velmae,Ephemerella velmae
Eretes,FALSE,,,Eretes,Eretes,,Eretes,Eretes
Eriocheir sinsensis,FALSE,,,Eriocheir sinsensis,Eriocheir sinsensis,,Eriocheir sinsensis,Eriocheir sinsensis
Erioptera (Erioptera),FALSE,may be mostly semi-aquatic,,Erioptera (Erioptera),Erioptera (Erioptera),,Erioptera (Erioptera),Erioptera (Erioptera)
Erioptera (Mesocyphona),FALSE,may be mostly semi-aquatic,,Erioptera (Mesocyphona),Erioptera (Mesocyphona),,Erioptera (Mesocyphona),Erioptera (Mesocyphona)
Eukiefferiella Cyanea Group,FALSE,,,Eukiefferiella Cyanea Group,Eukiefferiella Cyanea Group,,Eukiefferiella Cyanea Group,Eukiefferiella Cyanea Group
Euthyas,FALSE,,,Euthyas,Trombidiformes,,Euthyas,Euthyas
Eylaidae,FALSE,,,Eylaidae,Trombidiformes,,Eylaidae,Eylaidae
Faxonius,FALSE,,,Faxonius,Faxonius,,Faxonius,Faxonius
Feltriidae,FALSE,,,Feltriidae,Trombidiformes,,Feltriidae,Feltriidae
Frenesia,FALSE,,,Frenesia,Frenesia,,Frenesia,Frenesia
Gaufina/Sweltsa,FALSE,"Gaufinia Stark and Baumann, 2021 (new genus) now contains the Sweltsa Lambda Group. At present the immatures are not separable from Sweltsa. Gaufinia/Sweltsa are the most common and widespread chloroperlids in mid order streams in the PNW. Many species oc",,Gaufina/Sweltsa,Gaufina/Sweltsa,,Gaufina/Sweltsa,Gaufina/Sweltsa
Georissus,TRUE,"Minute, mud loving beetles; semi-aquatic; sandy shorelines and sand bars in streams. Not included in benthic biomonitoring data sets, but may occur in other sample types.",,Georissus,Georissus,,Georissus,Georissus
Gillotia,FALSE,,,Gillotia,Gillotia,,Gillotia,Gillotia
Gymnochthebius,FALSE,,,Gymnochthebius,Gymnochthebius,,Gymnochthebius,Gymnochthebius
Gyretes,FALSE,There are 3 North American species found in eastern North America and the SW U.S. We currently have no verified records from the PNW. Roll up to Gyrinidae unless verified record.,,Gyrinidae,Gyrinidae,,Gyrinidae,Gyrinidae
Haemonais waldvogeli,FALSE,"monotypic, change all to Haemonnais waldvogelia",,Haemonais waldvogeli,Oligochaeta,,Oligochaeta,Oligochaeta
Hebridae,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Hebridae,Hebridae,,Hebridae,Hebridae
Hebrus,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Hebrus,Hebrus,,Hebrus,Hebrus
Hediste,FALSE,,,Hediste,Hediste,,Hediste,Hediste
Heleniella species A,FALSE,Distinct larval form of Heleniella found in PNW streams. Description of this larval form is in prep by Fasbender et al.,,Heleniella species A,Heleniella species A,,Heleniella species A,Heleniella species A
Helocombus bifidus,FALSE,"probably mis ID in PNW; not know from western North America, roll up to Hydrophilidae",,Hydrophilidae,Hydrophilidae,,Hydrophilidae,Hydrophilidae
Hesperperla hoguei,FALSE,"Found in CA, Not known from OR/WA yet.",,Hesperoperla hoguei,Hesperoperla hoguei,,Hesperoperla hoguei,Hesperoperla hoguei
Heterotrissocladius Subpilosus Group,FALSE,,,Heterotrissocladius Subpilosus Group,Heterotrissocladius Subpilosus Group,,Heterotrissocladius Subpilosus Group,Heterotrissocladius Subpilosus Group
Homoeoneuria,FALSE,,,Homoeoneuria,Homoeoneuria,,Homoeoneuria,Homoeoneuria
Huitfeldtia rectipes,FALSE,,,Huitfeldtia rectipes,Trombidiformes,,Huitfeldtia rectipes,Huitfeldtia rectipes
Hydrobius fuscipes,FALSE,,,Hydrobius fuscipes,Hydrobius fuscipes,,Hydrobius fuscipes,Hydrobius fuscipes
Hydrocanthus,FALSE,,,Hydrocanthus,Hydrocanthus,,Hydrocanthus,Hydrocanthus
Hydrochara,FALSE,,,Hydrochara,Hydrochara,,Hydrochara,Hydrochara
Hydrochoreutes,FALSE,,,Hydrochoreutes,Trombidiformes,,Hydrochoreutes,Hydrochoreutes
Hydrocolus,FALSE,,,Hydrocolus,Hydrocolus,,Hydrocolus,Hydrocolus
Hydrodromidae,FALSE,,,Hydrodromidae,Trombidiformes,,Hydrodromidae,Hydrodromidae
Hydrometra,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Hydrometra,Hydrometra,,Hydrometra,Hydrometra
Hydrophilus,FALSE,,,Hydrophilus,Hydrophilus,,Hydrophilus,Hydrophilus
Idaholanx fresti,FALSE,,,Idaholanx fresti,Idaholanx fresti,,Idaholanx fresti,Idaholanx fresti
Isochaetides,FALSE,,,Isochaetides,Oligochaeta,,Oligochaeta,Oligochaeta
Laccophilinae,FALSE,,,Laccophilinae,Laccophilinae,,Laccophilinae,Laccophilinae
Laccornis,FALSE,,,Laccornis,Laccornis,,Laccornis,Laccornis
Lachlania,FALSE,,,Lachlania,Lachlania,,Lachlania,Lachlania
Ladona,FALSE,,,Ladona,Ladona,,Ladona,Ladona
Lasiodiamesa,FALSE,,,Lasiodiamesa,Lasiodiamesa,,Lasiodiamesa,Lasiodiamesa
Leconectes striatellus,FALSE,Keys to Stictotarsus/Boreonectes in Merritt et al. 2019. Use Fery and Ribera 2018 for generic placement. Use Stictotarsus key in Larson et al. 2000 for additional species confirmation. Currently monotypic. Widespread and common in western North Amaerica.,,Leconectes striatellus,Leconectes striatellus,,Leconectes striatellus,Leconectes striatellus
Lednia,FALSE,,,Lednia,Lednia,,Lednia,Lednia
Lepidostoma Astanea Group,FALSE,Lepidostoma asteneum group of Weaver 1988 gender changed to Lepidostoma astenea (Trichoptera Nearctica 2022).,,Lepidostoma Astanea Group,Lepidostoma Astanea Group,,Lepidostoma Astanea Group,Lepidostoma Astanea Group
Lepidostoma Canthum/Pluviale Groups,FALSE,"Weaver (pers. comm.) concerning Lepidostoma (Neodinarthrum), he has decided that this subgenus designation is no longer valid.",,Lepidostoma Canthum/Pluviale Groups,Lepidostoma Canthum/Pluviale Groups,,Lepidostoma Canthum/Pluviale Groups,Lepidostoma Canthum/Pluviale Groups
Lepidostoma Panel Case Group,FALSE,Lepidostoma-panel case larvae in older data sets are now Lepidostoma Panel Case Group,,Lepidostoma Panel Case Group,Lepidostoma Panel Case Group,,Lepidostoma Panel Case Group,Lepidostoma Panel Case Group
Lepidostoma Spiral Case Group,FALSE,"Lepidostoma-spiral case larvae is now Lepidostoma Spiral Case Group. At least Lepidostoma veroda Ross, 1948 belongs to this group.",,Lepidostoma Spiral Case Group,Lepidostoma Spiral Case Group,,Lepidostoma Spiral Case Group,Lepidostoma Spiral Case Group
Leptocerus americanus,FALSE,,,Leptocerus americanus,Leptocerus americanus,,Leptocerus americanus,Leptocerus americanus
Leucorrhinia,FALSE,,,Leucorrhinia,Leucorrhinia,,Leucorrhinia,Leucorrhinia
Lipiniella,FALSE,,,Lipiniella,Lipiniella,,Lipiniella,Lipiniella
Macdunnoa,FALSE,,,Macdunnoa,Macdunnoa,,Macdunnoa,Macdunnoa
Macoma,FALSE,,,Macoma,Macoma,,Macoma,Macoma
Macrostemum,FALSE,,,Macrostemum,Macrostemum,,Macrostemum,Macrostemum
Macroveliidae,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Macroveliidae,Macroveliidae,,Macroveliidae,Macroveliidae
Manayunkia,FALSE,,,Manayunkia,Manayunkia,,Manayunkia,Manayunkia
Manophylax,FALSE,,,Manophylax,Manophylax,,Manophylax,Manophylax
Marisa cornuarietis,FALSE,,,Marisa cornuarietis,Marisa cornuarietis,,Marisa cornuarietis,Marisa cornuarietis
Mayatrichia,FALSE,"Mayatrichia ayama may not be the only species found in the PNW, as several other species are currently known to occur as far north as NV/UT/WY.",,Mayatrichia,Mayatrichia,,Mayatrichia,Mayatrichia
Melanoides tuberculatus,FALSE,,,Melanoides tuberculatus,Melanoides tuberculatus,,Melanoides tuberculatus,Melanoides tuberculatus
Meramecia,FALSE,,,Meramecia,Trombidiformes,,Meramecia,Meramecia
Merragata,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Merragata,Merragata,,Merragata,Merragata
Metapelopia,FALSE,"Laurindo da Silva et al., 2014 described; not in Andersen et al 2013 or Merritt et al. 2019",,Metapelopia,Metapelopia,,Metapelopia,Metapelopia
Micracanthia,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Micracanthia,Micracanthia,,Micracanthia,Micracanthia
Micrasema Bactro Group,FALSE,"Micrasema alexanderi Denning, 1948; Micrasema arizonica Ling, 1938; Micraseam bactro Ross, 1938; Micraseam diteris Ross, 1947; Micrasema onisca Ross, 1947 are current valid species in this group.",,Micrasema Bactro Group,Micrasema Bactro Group,,Micrasema Bactro Group,Micrasema Bactro Group
Micrasema gelidum,FALSE,"Micrasema kluane Ross & Morse, 1973 and Micrasema scissum McLachlan, 1884 are synonyms.",,Micrasema gelidum,Micrasema gelidum,,Micrasema gelidum,Micrasema gelidum
Mochlonyx,FALSE,,,Mochlonyx,Mochlonyx,,Mochlonyx,Mochlonyx
Molannidae,FALSE,,,Molannidae,Molannidae,,Molannidae,Molannidae
Molannodes tinctus,FALSE,,,Molannodes tinctus,Molannodes tinctus,,Molannodes tinctus,Molannodes tinctus
Monocorophium,FALSE,,,Monocorophium,Monocorophium,,Monocorophium,Monocorophium
Montiphylax,FALSE,"Philocasca antennata, Philocasca thor and Philocasca alba were transferred to the new genus Montiphylax by Ruiter & Mutch (2019)",,Montiphylax,Montiphylax,,Montiphylax,Montiphylax
Musculium/Sphaerium,FALSE,,,Musculium/Sphaerium,Musculium/Sphaerium,,Musculium/Sphaerium,Musculium/Sphaerium
Myxosargus,FALSE,,,Myxosargus,Myxosargus,,Myxosargus,Myxosargus
Nectoboreus,FALSE,Present in CA and the SW and may eventually be found in the PNW. Keys to Stictotarsus/Boreonectes in Merritt et al. 2019. Use Fery and Ribera 2018 for generic placement.,,Nectoboreus,Nectoboreus,,Nectoboreus,Nectoboreus
Nehallenia,FALSE,,,Nehallenia,Nehallenia,,Nehallenia,Nehallenia
Neobrachypoda,FALSE,,,Neobrachypoda,Trombidiformes,,Neobrachypoda,Neobrachypoda
Neomamersa,FALSE,,,Neomamersa,Trombidiformes,,Neomamersa,Neomamersa
Neomideopsis,FALSE,,,Neomideopsis,Trombidiformes,,Neomideopsis,Neomideopsis
Neophylax smithi,FALSE,,,Neophylax smithi,Neophylax smithi,,Neophylax smithi,Neophylax smithi
Neoplea,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Neoplea,Neoplea,,Neoplea,Neoplea
Ninelia,FALSE,"Orthocladiinae species B pupa in Saether 1982; Orthocladiinae Genus 9 pupa in Merritt et al. 2019 (couplet 116 of Orthocladiinae, Diamesinae, and Prodiamesinae key.",,Ninelia,Ninelia,,Ninelia,Ninelia
Nothotrichia shasta,FALSE,,,Nothotrichia shasta,Nothotrichia shasta,,Nothotrichia shasta,Nothotrichia shasta
Notopanisus,FALSE,,,Notopanisus,Trombidiformes,,Notopanisus,Notopanisus
Nudomideopsidae,FALSE,,,Nudomideopsidae,Trombidiformes,,Nudomideopsidae,Nudomideopsidae
Odontomyia (Catatasina),FALSE,,,Odontomyia (Catatasina),Odontomyia (Catatasina),,Odontomyia (Catatasina),Odontomyia (Catatasina)
Odontomyia (Odontomyia)/Hedriodiscus,FALSE,,,Odontomyia (Odontomyia)/Hedriodiscus,Odontomyia (Odontomyia)/Hedriodiscus,,Odontomyia (Odontomyia)/Hedriodiscus,Odontomyia (Odontomyia)/Hedriodiscus
Odontomyia (Odontomyiina),FALSE,,,Odontomyia (Odontomyiina),Odontomyia (Odontomyiina),,Odontomyia (Odontomyiina),Odontomyia (Odontomyiina)
Oemopteryx,FALSE,,,Oemopteryx,Oemopteryx,,Oemopteryx,Oemopteryx
Oligoneuriidae,FALSE,,,Oligoneuriidae,Oligoneuriidae,,Oligoneuriidae,Oligoneuriidae
Omisus,FALSE,,,Omisus,Omisus,,Omisus,Omisus
Oplonaeschna armata,FALSE,,,Oplonaeschna armata,Oplonaeschna armata,,Oplonaeschna armata,Oplonaeschna armata
Oravelia pege,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Oravelia pege,Oravelia pege,,Oravelia pege,Oravelia pege
Ormosia (Ormosia),FALSE,may be mostly semi-aquatic,,Ormosia (Ormosia),Ormosia (Ormosia),,Ormosia (Ormosia),Ormosia (Ormosia)
Ormosia (Parormosia),FALSE,may be mostly semi-aquatic,,Ormosia (Parormosia),Ormosia (Parormosia),,Ormosia (Parormosia),Ormosia (Parormosia)
Orthocladiinae Genus 5,FALSE,,,Orthocladiinae Genus 5,Orthocladiinae Genus 5,,Orthocladiinae Genus 5,Orthocladiinae Genus 5
Orthocladius (Symposiocladius) annectens,FALSE,current STE,,Orthocladius (Symposiocladius) annectens,Orthocladius (Symposiocladius) annectens,,Orthocladius (Symposiocladius) annectens,Orthocladius (Symposiocladius) annectens
Pantala,FALSE,,,Pantala,Pantala,,Pantala,Pantala
Paraboreochlus,FALSE,,,Paraboreochlus,Paraboreochlus,,Paraboreochlus,Paraboreochlus
Paracladius,FALSE,,,Paracladius,Paracladius,,Paracladius,Paracladius
Paraponyx,FALSE,Paraponyx[sic],,Paraponyx,Paraponyx,,Paraponyx,Paraponyx
Parapsyche extensa,FALSE,,,Parapsyche extensa,Parapsyche extensa,,Parapsyche extensa,Parapsyche extensa
Parapsyche spinata,FALSE,,,Parapsyche spinata,Parapsyche spinata,,Parapsyche spinata,Parapsyche spinata
Parasimulium,FALSE,,,Parasimulium,Parasimulium,,Parasimulium,Parasimulium
Pentacora,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Pentacora,Pentacora,,Pentacora,Pentacora
Phaenopsectra Odediens Gorup,FALSE,current STE,,Phaenopsectra Odediens Gorup,Phaenopsectra Odediens Gorup,,Phaenopsectra Odediens Gorup,Phaenopsectra Odediens Gorup
Phalacrocera,FALSE,,,Phalacrocera,Phalacrocera,,Phalacrocera,Phalacrocera
Philarctus bergrothi,FALSE,Philarctus quaeris is a synonym of P. bergrothi,,Philarctus bergrothi,Philarctus bergrothi,,Philarctus bergrothi,Philarctus bergrothi
Phryganea,FALSE,Phryganea cinerea and Phryganea sayi may be in the PNW,,Phryganea,Phryganea,,Phryganea,Phryganea
Platycentropus,FALSE,,,Platycentropus,Platycentropus,,Platycentropus,Platycentropus
Platyhelminthes,FALSE,,,Platyhelminthes,Platyhelminthes,,Platyhelminthes,Platyhelminthes
Polycentropus (sensu lato),FALSE,"Polycentropus is a huge genus with world-wide distribution. Chamorro and Holzenthal (2011) proposed assigning North American species of Polycentropus to the old world genera of Polycentropus, Holocentropus, and Plectrocnemia based on an analysis of adult",,Polycentropus sensu lato,Polycentropus sensu lato,,Polycentropus sensu lato,Polycentropus sensu lato
Pomacea,FALSE,,,Pomacea,Pomacea,,Pomacea,Pomacea
Potamocorbula amurensis,FALSE,,,Potamocorbula amurensis,Potamocorbula amurensis,,Potamocorbula amurensis,Potamocorbula amurensis
Potamyia flava,FALSE,,,Potamyia flava,Potamyia flava,,Potamyia flava,Potamyia flava
Procambarus,FALSE,,,Procambarus,Procambarus,,Procambarus,Procambarus
Progomphus,FALSE,,,Progomphus,Progomphus,,Progomphus,Progomphus
Promenetus exacuous,FALSE,,,Promenetus exacuous,Promenetus exacuous,,Promenetus exacuous,Promenetus exacuous
Promenetus umbilacatellus,FALSE,,,Promenetus umbilacatellus,Promenetus umbilacatellus,,Promenetus umbilacatellus,Promenetus umbilacatellus
Propsilocerus,FALSE,,,Propsilocerus,Propsilocerus,,Propsilocerus,Propsilocerus
Protolimnesia,FALSE,,,Protolimnesia,Trombidiformes,,Protolimnesia,Protolimnesia
Psammoryctides,FALSE,,,Psammoryctides,Oligochaeta,,Oligochaeta,Oligochaeta
Pseudiron centralis,FALSE,"Monotypic. Big river, sand dwelling mayfly found in plains rivers of eastern MT (Stagliano 2016), and on the watch list for interior basin rivers in the PNW.",,Pseudiron centralis,Pseudiron centralis,,Pseudiron centralis,Pseudiron centralis
Pseudokiefferiella,FALSE,,,Pseudokiefferiella,Pseudokiefferiella,,Pseudokiefferiella,Pseudokiefferiella
Raptoheptagenia cruentata,FALSE,,,Raptoheptagenia cruentata,Raptoheptagenia cruentata,,Raptoheptagenia cruentata,Raptoheptagenia cruentata
Rhabdomastix (Rhabdomastix) type A,FALSE,,,Rhabdomastix (Rhabdomastix) type A,Rhabdomastix (Rhabdomastix) type A,,Rhabdomastix (Rhabdomastix) type A,Rhabdomastix (Rhabdomastix) type A
Rhithropanopeus harrisii,FALSE,,,Rhithropanopeus harrisii,Rhithropanopeus harrisii,,Rhithropanopeus harrisii,Rhithropanopeus harrisii
Rhyacophila alexanderi,FALSE,Rhyacophila Alexanderi Group has been sunk as a group.,,Rhyacophila alexanderi,Rhyacophila alexanderi,,Rhyacophila alexanderi,Rhyacophila alexanderi
Rhyacophila Mosana Group,FALSE,,,Rhyacophila Mosana Group,Rhyacophila Mosana Group,,Rhyacophila Mosana Group,Rhyacophila Mosana Group
Rhyacophila rayneri,FALSE,,,Rhyacophila rayneri,Rhyacophila rayneri,,Rhyacophila rayneri,Rhyacophila rayneri
Rhyacophila sequoia,FALSE,,,Rhyacophila sequoia,Rhyacophila sequoia,,Rhyacophila sequoia,Rhyacophila sequoia
Rhyacophila unimaculata complex,FALSE,,,Rhyacophila unimaculata complex,Rhyacophila unimaculata complex,,Rhyacophila unimaculata complex,Rhyacophila unimaculata complex
Rhypholophus,FALSE,may be mostly semi-aquatic,,Rhypholophus,Rhypholophus,,Rhypholophus,Rhypholophus
Roederiodes/Wiedemannia,FALSE,"The key character provided in Merritt et al. 2019 to separate larvae of the two genera (median process on anal division extending well beyond or slightly beyond the dorsolateral lobes) is ambiguous, and thus Roederoides/Wiedemannia is recommended for this",,Roederiodes/Wiedemannia,Roederiodes/Wiedemannia,,Roederiodes/Wiedemannia,Roederiodes/Wiedemannia
Rupisalda,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Rupisalda,Rupisalda,,Rupisalda,Rupisalda
Sasquaperla hoopa,FALSE,,,Sasquaperla hoopa,Sasquaperla hoopa,,Sasquaperla hoopa,Sasquaperla hoopa
