Taxon_Group,Taxon_Orig,Rank,NonTarget,Rationale,source_MPCA,source_RedLake,Notes,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety
,Roederiodes,Genus,FALSE,,,AWQMS_Invert_Data_Export,,,Roederiodes,Roederiodes,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Clinocerinae,,Roederiodes,,,
,Sabellidae,Family,FALSE,,MN BCG Access db,,,1832,Sabellidae,Polychaeta,,68076,555671,Annelida,,Polychaeta,Polychaeta,Canalipalpata,Sabellida,Sabellidae,,,,,,
,Saetheria,Genus,FALSE,,MN BCG Access db,,,406,Saetheria,Saetheria,,129735,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,,
,Saetheria tylus,Species,FALSE,,MN BCG Access db,,,407,Saetheria tylus,Saetheria,,129737,129735,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,Saetheria tylus,
,Salda,Genus,FALSE,,MN BCG Access db,,,1443,Salda,Saldidae,,104080,104063,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Salda,,,
,Saldidae,Family,FALSE,,MN BCG Access db,,,861,Saldidae,Saldidae,,104063,103358,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Saldidae,,,,,,
,Saldula,Genus,FALSE,,MN BCG Access db,,,1444,Saldula,Saldidae,,104140,104063,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Saldula,,,
,Scatella,Genus,FALSE,,MN BCG Access db,,,291,Scatella,Ephydridae,,147568,147532,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Ephydrinae,Scatellini,Scatella,,,
,Scatopsidae,Family,FALSE,,MN BCG Access db,,,658,Scatopsidae,Scatopsidae,,125618,125350,Arthropoda,,Insecta,Pterygota,Diptera,Scatopsidae,Scatopsidae,,,,,,
,Sciomyzidae,Family,FALSE,,MN BCG Access db,,,298,Sciomyzidae,Sciomyzidae,,144653,131750,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Sciomyzidae,,,,,,
,Scirtes,Genus,FALSE,,MN BCG Access db,,,174,Scirtes,Scirtes,,113929,113923,Arthropoda,,Insecta,Pterygota,Coleoptera,,Scirtidae,,,Scirtes,,,
,Scirtidae,Family,FALSE,,MN BCG Access db,,,264,Scirtidae,Scirtidae,,113924,678306,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Scirtidae,,,,,,
,Sepedon,Genus,FALSE,,MN BCG Access db,,,1765,Sepedon,Sepedon,,144898,144770,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Sciomyzidae,Sciomyzinae,Tetanocerini,Sepedon,,,
,Sericostomatidae,Family,FALSE,,MN BCG Access db,,,1221,Sericostomatidae,Sericostomatidae,,116982,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Sericostomatidae,,,,,,
,Serratella,Genus,FALSE,,MN BCG Access db,,,704,Serratella,Serratella,,101395,101232,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,,
,Serratella deficiens,Species,FALSE,,MN BCG Access db,,,705,Serratella deficiens,Serratella,,101396,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella deficiens,
,Serratella frisoni,Species,FALSE,,MN BCG Access db,,,706,Serratella frisoni,Serratella,,609604,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella frisoni,
,Serratella serrata,Species,FALSE,,MN BCG Access db,,,707,Serratella serrata,Serratella,,185976,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella serrata,
,Serratella serratoides,Species,FALSE,,MN BCG Access db,,,708,Serratella serratoides,Serratella,,185975,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella serratoides,
,Serratella tibialis,Species,FALSE,,MN BCG Access db,,,1445,Serratella tibialis,Serratella,,101399,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella tibialis,
,Serromyia,Genus,FALSE,,MN BCG Access db,,,326,Serromyia,Serromyia,,127614,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Serromyia,,,
,Setacera,Genus,FALSE,,,AWQMS_Invert_Data_Export,,,Setacera,Ephydridae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Ephydrinae,Ephydrini,Setacera,,,
,Setodes,Genus,FALSE,,MN BCG Access db,,,1177,Setodes,Setodes,,116548,116547,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Setodini,Setodes,,,
,Setodes oxapius,Species,FALSE,,MN BCG Access db,,,1178,Setodes oxapius,Setodes,,116560,116548,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Setodini,Setodes,,Setodes oxapius,
,Shipsa,Genus,FALSE,,MN BCG Access db,,,987,Shipsa,Nemouridae,,102640,102517,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Shipsa,,,
,Sialidae,Family,FALSE,,MN BCG Access db,,,890,Sialidae,Sialidae,,115001,115000,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,,,,
,Sialis,Genus,FALSE,,MN BCG Access db,,,891,Sialis,Sialidae,,115002,115001,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,,
,Sialis aequalis,Species,FALSE,,MN BCG Access db,,,892,Sialis aequalis,Sialidae,,568824,115002,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,Sialis aequalis,
,Sialis velata,Species,FALSE,,MN BCG Access db,,,893,Sialis velata,Sialidae,,115011,115002,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,Sialis velata,
,Sigara,Genus,FALSE,,MN BCG Access db,,,840,Sigara,Corixidae,,103369,103364,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,,
,Sigara alternata,Species,FALSE,,MN BCG Access db,,,1604,Sigara alternata,Corixidae,,103370,103369,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),alternata,
,Sigara bicoloripennis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara bicoloripennis,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara bicoloripennis,
,Sigara compressoidea,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara compressoidea,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara compressoidea,
,Sigara conocephala,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara conocephala,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara conocephala,
,Sigara decoratella,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara decoratella,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara decoratella,
,Sigara douglasensis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara douglasensis,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara douglasensis,
,Sigara grossolineata,Species,FALSE,,MN BCG Access db,,,1605,Sigara grossolineata,Corixidae,,103382,103369,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),grossolineata,
,Sigara lineata,Species,FALSE,,MN BCG Access db,,,1766,Sigara lineata,Corixidae,,103402,717551,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Lasiosigara),lineata,
,Sigara mathesoni,Species,FALSE,,MN BCG Access db,,,1606,Sigara mathesoni,Corixidae,,103415,103369,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),mathesoni,
,Sigara mullettensis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara mullettensis,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara mullettensis,
,Sigara penniensis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara penniensis,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara penniensis,
,Sigara signata,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Sigara signata,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,Sigara signata,
,Sigara trilineata,Species,FALSE,,MN BCG Access db,,,1607,Sigara trilineata,Corixidae,,103403,103369,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Lasiosigara),trilineata,
,Silvius,Genus,FALSE,,MN BCG Access db,,,312,Silvius,Tabanidae,,131062,131061,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Tabanidae,Chrysopsinae,Chrysopsini,Silvius,,,
,Simuliidae,Family,FALSE,,MN BCG Access db,,,618,Simuliidae,Simuliidae,,126640,125808,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,,,,,
,Simulium,Genus,FALSE,,MN BCG Access db,,,619,Simulium,Simuliidae,,126774,126773,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Simulium,,,
,Simulium bivittatum,Species,FALSE,,MN BCG Access db,,,620,Simulium bivittatum,Simuliidae,,126790,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,bivittatum,
,Simulium decorum,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Simulium decorum,Simuliidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Simulium,,Simulium decorum,
,Simulium fibrinflatum,Species,FALSE,,MN BCG Access db,,,1446,Simulium fibrinflatum,Simuliidae,,126820,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,fibrinflatum,
,Simulium jenningsi,Species,FALSE,,MN BCG Access db,,,1447,Simulium jenningsi,Simuliidae,,126832,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,jenningsi,
,Simulium lascivum,Species,FALSE,,MN BCG Access db,,,621,Simulium lascivum,Simuliidae,,126652,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,lascivum,
,Simulium luggeri,Species,FALSE,,MN BCG Access db,,,622,Simulium luggeri,Simuliidae,,126838,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,luggeri,
,Simulium meridionale,Species,FALSE,,MN BCG Access db,,,623,Simulium meridionale,Simuliidae,,126841,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,meridionale,
,Simulium tuberosum,Species,FALSE,,MN BCG Access db,,,1505,Simulium tuberosum,Simuliidae,,126883,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum,
,Simulium tuberosum complex,Species,FALSE,,MN BCG Access db,AWQMS_Invert_Data_Export,,1646,Simulium tuberosum Gr.,Simuliidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum Gr.,
,Simulium tuberosum Gr.,Species,FALSE,,MN BCG Access db,,,1646,Simulium tuberosum Gr.,Simuliidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum Gr.,
,Simulium venustum Gr.,Species,FALSE,,MN BCG Access db,,,1535,Simulium venustum Gr.,Simuliidae,,,126774,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum gr.,
,Simulium venustum/verecundum complex,Species,FALSE,,MN BCG Access db,AWQMS_Invert_Data_Export,,1647,Simulium venustum/verecundum Gr.,Simuliidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum/verecundum Gr.,
,Simulium venustum/verecundum Gr.,Species,FALSE,,MN BCG Access db,,,1647,Simulium venustum/verecundum Gr.,Simuliidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum/verecundum Gr.,
,Simulium vittatum,Species,FALSE,,MN BCG Access db,,,624,Simulium vittatum,Simuliidae,,126903,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,vittatum,
,Simulium vittatum Gr.,Species,FALSE,,MN BCG Access db,,,1536,Simulium vittatum Gr.,Simuliidae,,,126774,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,vittatum gr.,
,Siphlonuridae,Family,FALSE,,MN BCG Access db,,,1767,Siphlonuridae,Siphlonuridae,,100951,609500,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,,,,
,Siphlonurus,Genus,FALSE,,MN BCG Access db,,,1768,Siphlonurus,Siphlonuridae,,100953,100951,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,Siphlonurus,,,
,Siphlonurus alternatus,Species,FALSE,,MN BCG Access db,,,787,Siphlonurus alternatus,Siphlonuridae,,100959,100953,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,Siphlonurus,,Siphlonurus alternatus,
,Siphloplecton,Genus,FALSE,,MN BCG Access db,,,660,Siphloplecton,Metretopodidae,,101079,101078,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Metretopodidae,,,Siphloplecton,,,
,Sisyra,Genus,FALSE,,MN BCG Access db,,,1448,Sisyra,Sisyridae,,115090,115085,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,Sisyra,,,
,Sisyridae,Family,FALSE,,MN BCG Access db,,,1506,Sisyridae,Sisyridae,,115085,115078,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,,,,
,Skwala,Genus,FALSE,,MN BCG Access db,,,1037,Skwala,Perlodidae,,103102,102994,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Arcynopterygini,Skwala,,,
,Slavina,Genus,FALSE,,MN BCG Access db,,,1793,Slavina,Oligochaeta,,68855,68854,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Slavina,,,
,Slavina appendiculata,Species,FALSE,,MN BCG Access db,,,44,Slavina appendiculata,Oligochaeta,,68856,68855,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Slavina,,Slavina appendiculata,
,Smicridea,Genus,FALSE,,MN BCG Access db,,,1057,Smicridea,Smicridea,,115544,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Smicrideinae,,Smicridea,,,
,Smittia,Genus,FALSE,,MN BCG Access db,,,532,Smittia,Smittia,,129110,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Smittia,,,
,Somatochlora,Genus,FALSE,,MN BCG Access db,,,918,Somatochlora,Somatochlora,,101947,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Somatochlora,,,
,Somatochlora minor,Species,FALSE,,MN BCG Access db,,,1769,Somatochlora minor,Somatochlora,,101958,101947,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Somatochlora,,minor,
,Soyedina,Genus,FALSE,,MN BCG Access db,,,988,Soyedina,Nemouridae,,102556,102517,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Soyedina,,,
,Specaria,Genus,FALSE,,MN BCG Access db,,,1794,Specaria,Oligochaeta,,68984,68854,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Specaria,,,
,Specaria josinae,Species,FALSE,,MN BCG Access db,,,45,Specaria josinae,Oligochaeta,,68985,68984,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Specaria,,Specaria josinae,
,Sperchon,Genus,FALSE,,MN BCG Access db,,,119,Sperchon,Acari,,83006,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchon,,,
,Sperchonida,Family,FALSE,,MN BCG Access db,,,120,Sperchonida,Acari,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,,,,
,Sperchonopsis,Genus,FALSE,,MN BCG Access db,,,121,Sperchonopsis,Acari,,83029,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchonopsis,,,
,Sperchontidae,Family,FALSE,,MN BCG Access db,,,88,Sperchontidae,Acari,,83005,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Sperchontidae,,,,,,
,Sperchopsis,Genus,FALSE,,MN BCG Access db,,,252,Sperchopsis,Sperchopsis,,112931,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Sperchopsini,Sperchopsis,,,
,Sperchopsis tessellata,Species,FALSE,,MN BCG Access db,,,1608,Sperchopsis tessellata,Sperchopsis,,722295,112931,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,Sperchopsini,Sperchopsis,,tessellata,
,Sperchopsis tessellatus,Species,FALSE,,MN BCG Access db,,,253,Sperchopsis tessellatus,Sperchopsis,,112932,112931,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,Sperchopsis,,Sperchopsis tessellatus,
,Sphaeriidae,Family,FALSE,,MN BCG Access db,,,1318,Sphaeriidae,Pisidiidae,,112738,112736,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,,,,
,Sphaerium,Genus,FALSE,,MN BCG Access db,,,1322,Sphaerium,Pisidiidae,,81391,81388,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Sphaerium,,,
,Sphaerium striatinum,Species,FALSE,,MN BCG Access db,,,1323,Sphaerium striatinum,Pisidiidae,,81398,81391,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Sphaerium,,Sphaerium striatinum,
,Sphaeriusidae,Family,FALSE,,MN BCG Access db,,,1770,Sphaeriusidae,Sphaeriusidae,,678385,112736,Arthropoda,,Insecta,Pterygota,Coleoptera,Myxophaga,Sphaeriusidae,,,,,,
,Sphaeromias,Genus,FALSE,,MN BCG Access db,,,337,Sphaeromias,Sphaeromias,,127761,127683,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Sphaeromias,,,
,Spirosperma,Genus,FALSE,,MN BCG Access db,,,64,Spirosperma,Oligochaeta,,68780,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,,
,Spirosperma ferox,Species,FALSE,,MN BCG Access db,,,65,Spirosperma ferox,Oligochaeta,,68610,68780,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,Spirosperma ferox,
,Stactobiella,Genus,FALSE,,MN BCG Access db,,,1271,Stactobiella,Stactobiella,,115817,115629,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,,
,Stactobiella delira,Species,FALSE,,MN BCG Access db,,,1272,Stactobiella delira,Stactobiella,,115819,115817,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,Stactobiella delira,
,Stactobiella palmata,Species,FALSE,,MN BCG Access db,,,1273,Stactobiella palmata,Stactobiella,,115821,115817,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,Stactobiella palmata,
,Stagnicola,Genus,FALSE,,MN BCG Access db,,,1345,Stagnicola,Stagnicola,,76534,76483,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Stagnicola,,,
,Stagnicola exilis,Species,FALSE,,MN BCG Access db,,,1346,Stagnicola exilis,Stagnicola,,76554,76534,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Stagnicola,,Stagnicola exilis,
,Staphylinidae,Family,FALSE,,MN BCG Access db,,,265,Staphylinidae,Staphylinidae,,113265,113264,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Staphylinidae,,,,,,
,Stegopterna,Genus,FALSE,,MN BCG Access db,,,1507,Stegopterna,Simuliidae,,126761,126648,Arthropoda,,Insecta,Pterygota,Diptera,,Simuliidae,Simuliinae,Prosimuliini,Stegopterna,,,
,Stelechomyia,Genus,FALSE,,MN BCG Access db,,,408,Stelechomyia,Stelechomyia,,129743,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,,
,Stelechomyia perpulchra,Species,FALSE,,MN BCG Access db,,,409,Stelechomyia perpulchra,Stelechomyia,,129744,129743,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,Stelechomyia perpulchra,
,Stempellina,Genus,FALSE,,MN BCG Access db,,,434,Stempellina,Stempellina,,129962,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,,
,Stempellina sp. A (Epler),Species,FALSE,,MN BCG Access db,,,1648,Stempellina sp. A (Epler),Stempellina,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,sp. A (Epler),
,Stempellinella,Genus,FALSE,,MN BCG Access db,,,435,Stempellinella,Stempellinella,,129969,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,,,
,Stempellinella/Zavrelia,Genus,FALSE,,MN BCG Access db,,,436,Stempellinella/Zavrelia,Stempellinella/Zavrelia,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella/Zavrelia,,,
,Stenacron,Genus,FALSE,,MN BCG Access db,,,805,Stenacron,Stenacron,,100713,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,,
,Stenacron candidum,Species,FALSE,,MN BCG Access db,,,1449,Stenacron candidum,Stenacron,,100737,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,candidum,
,Stenacron gildersleevei,Species,FALSE,,MN BCG Access db,,,806,Stenacron gildersleevei,Stenacron,,100740,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron gildersleevei,
,Stenacron interpunctatum,Species,FALSE,,MN BCG Access db,,,807,Stenacron interpunctatum,Stenacron,,100714,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron interpunctatum,
,Stenacron minnetonka,Species,FALSE,,MN BCG Access db,,,808,Stenacron minnetonka,Stenacron,,100742,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron minnetonka,
,Stenacron pallidum,Species,FALSE,,MN BCG Access db,,,809,Stenacron pallidum,Stenacron,,100736,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron pallidum,
,Stenacron/Stenonema,Genus,FALSE,,MN BCG Access db,,,810,Stenacron/Stenonema,Heptageniidae,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron/Stenonema,,,
,Stenelmis,Genus,FALSE,,MN BCG Access db,,,224,Stenelmis,Stenelmis,,114095,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,,
,Stenelmis antennalis,Species,FALSE,,MN BCG Access db,,,225,Stenelmis antennalis,Stenelmis,,114117,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis antennalis,
,Stenelmis bicarinata,Species,FALSE,,MN BCG Access db,,,226,Stenelmis bicarinata,Stenelmis,,114100,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis bicarinata,
,Stenelmis concinna,Species,FALSE,,MN BCG Access db,,,227,Stenelmis concinna,Stenelmis,,114101,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis concinna,
,Stenelmis crenata,Species,FALSE,,MN BCG Access db,,,228,Stenelmis crenata,Stenelmis,,114102,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis crenata,
,Stenelmis decorata,Species,FALSE,,MN BCG Access db,,,229,Stenelmis decorata,Stenelmis,,114104,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis decorata,
,Stenelmis grossa,Species,FALSE,,MN BCG Access db,,,230,Stenelmis grossa,Stenelmis,,114122,114095,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis grossa,
