TAXON,NonTarget,FFG,Habit,Life_Cycle,Thermal_indicator,Rank,Taxon_Group,Plot_Label,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,GenusGroup_TolAnal,GenusSlash_TolAnal,SubGenus_TolAnal,SpeciesGroup_TolAnal,SpeciesSubGroup_TolAnal,SpeciesComplex _TolAnal,SpeciesSlash_TolAnal,Species_TolAnal
STENELMIS CONCINNA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS CONCINNA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,CONCINNA,,,,,,,,STENELMIS CONCINNA
STENELMIS CRENATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS CRENATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,CRENATA,,,,,,,,STENELMIS CRENATA
STENELMIS DECORATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS DECORATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,DECORATA,,,,,,,,STENELMIS DECORATA
STENELMIS DOUGLASENSIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS DOUGLASENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,DOUGLASENSIS,,,,,,,,STENELMIS DOUGLASENSIS
STENELMIS FUSCATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS FUSCATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,FUSCATA,,,,,,,,STENELMIS FUSCATA
STENELMIS GROSSA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS GROSSA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,GROSSA,,,,,,,,STENELMIS GROSSA
STENELMIS HUMEROSA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS HUMEROSA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,HUMEROSA,,,,,,,,STENELMIS HUMEROSA
STENELMIS KNOBELI,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS KNOBELI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,KNOBELI,,,,,,,,STENELMIS KNOBELI
STENELMIS LATERALIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS LATERALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,LATERALIS,,,,,,,,STENELMIS LATERALIS
STENELMIS MARKELI,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS MARKELI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,MARKELI,,,,,,,,STENELMIS MARKELI
STENELMIS MERA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS MERA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,MERA,,,,,,,,STENELMIS MERA
STENELMIS MIRABILIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS MIRABILIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,MIRABILIS,,,,,,,,STENELMIS MIRABILIS
STENELMIS MORSEI,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS MORSEI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,MORSEI,,,,,,,,STENELMIS MORSEI
STENELMIS MUSGRAVEI,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS MUSGRAVEI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,MUSGRAVEI,,,,,,,,STENELMIS MUSGRAVEI
STENELMIS QUADRIMACULATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS QUADRIMACULATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,QUADRIMACULATA,,,,,,,,STENELMIS QUADRIMACULATA
STENELMIS SANDERSONI,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS SANDERSONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,SANDERSONI,,,,,,,,STENELMIS SANDERSONI
STENELMIS SEXLINEATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS SEXLINEATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,SEXLINEATA,,,,,,,,STENELMIS SEXLINEATA
STENELMIS VITTIPENNIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS VITTIPENNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,VITTIPENNIS,,,,,,,,STENELMIS VITTIPENNIS
STENELMIS XYLONASTIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS XYLONASTIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,XYLONASTIS,,,,,,,,STENELMIS XYLONASTIS
STENOCHIRONOMUS,FALSE,"CG,SH",BU,multi,,Genus,CHIRONOMIDAE,STENOCHIRONOMUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STENOCHIRONOMUS,,,,,,,,,
STENOGOMPHURUS,FALSE,PR,BU,,,Genus,ODONATA,GOMPHIDAE-STENOGOMPHURUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STENOGOMPHURUS,,,,,,,,,
STENONEMA,FALSE,SC,CN,,,Genus,EPHEMEROPTERA,HEPTAGENIIDAE-STENONEMA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,STENONEMA,,,MACCAFFERTIUM/STENONEMA,,,,,,
STENONEMA FEMORATUM,FALSE,SC,CN,,,Species,EPHEMEROPTERA,HEPTAGENIIDAE-STENONEMA FEMORATUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,STENONEMA,FEMORATUM,,MACCAFFERTIUM/STENONEMA,,,,,,STENONEMA FEMORATUM
STEPHENSONIANA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-STEPHENSONIANA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,STEPHENSONIANA,,,,,,,,,
STICTOCHIRONOMUS,FALSE,CG,BU,multi,,Genus,CHIRONOMIDAE,STICTOCHIRONOMUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS,,,,,,,,,
STICTOCHIRONOMUS ANNULICRUS,FALSE,CG,BU,multi,,Species,CHIRONOMIDAE,STICTOCHIRONOMUS ANNULICRUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS,ANNULICRUS,,,,,,,,STICTOCHIRONOMUS ANNULICRUS
STICTOCHIRONOMUS CAFFRARIUS,FALSE,CG,BU,multi,,Species,CHIRONOMIDAE,STICTOCHIRONOMUS CAFFRARIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS,CAFFRARIUS,,,,,,,,STICTOCHIRONOMUS CAFFRARIUS
STICTOCHIRONOMUS DEVINCTUS,FALSE,CG,BU,multi,,Species,CHIRONOMIDAE,STICTOCHIRONOMUS DEVINCTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS,DEVINCTUS,,,,,,,,STICTOCHIRONOMUS DEVINCTUS
STILOCLADIUS,FALSE,CG,SP,multi,,Genus,CHIRONOMIDAE,STILOCLADIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,STILOCLADIUS,,,,,,,,,
STILOCLADIUS CLINOPECTEN,FALSE,CG,SP,multi,,Species,CHIRONOMIDAE,STILOCLADIUS CLINOPECTEN,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,STILOCLADIUS,CLINOPECTEN,,,,,,,,STILOCLADIUS CLINOPECTEN
STILOCLADIUS SPECIES A,FALSE,CG,SP,multi,,Species,CHIRONOMIDAE,STILOCLADIUS SPECIES A,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,STILOCLADIUS,SPECIES A,,,,,,,,STILOCLADIUS SPECIES A
STRATIOMYIDAE,FALSE,CG,SP,multi,,Family,DIPTERA,STRATIOMYIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,,,,,,,,,,,,
STRATIOMYS,FALSE,CG,SP,,,Genus,DIPTERA,STRATIOMYIDAE-STRATIOMYS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,STRATIOMYINI,STRATIOMYS,,,,,,,,,
STROPHITUS,FALSE,NA,NA,,,Genus,BIVALVIA,DNI,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,AMBLEMINAE,,STROPHITUS,,,,,,,,,
STROPHITUS UNDULATUS,FALSE,NA,NA,,,Species,BIVALVIA,DNI,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,AMBLEMINAE,,STROPHITUS,UNDULATUS,,,,,,,,STROPHITUS UNDULATUS
STROPHOPTERYX,FALSE,SH,"SP,CN",,,Genus,PLECOPTERA,TAENIOPTERYGIDAE-STROPHOPTERYX,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,BRACHYPTERYINAE,,STROPHOPTERYX,,,,,,,,,
STROPHOPTERYX FASCIATA,FALSE,SH,"SP,CN",,,Species,PLECOPTERA,TAENIOPTERYGIDAE-STROPHOPTERYX FASCIATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,BRACHYPTERYINAE,,STROPHOPTERYX,FASCIATA,,,,,,,,STROPHOPTERYX FASCIATA
STYGOBROMUS,FALSE,"CG,PR","SP,SW",multi,,Genus,AMPHIPODA_ISOPODA,AMPHIPODA-STYGOBROMUS,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,CRANGONYCTIDAE,,,STYGOBROMUS,,,,,,,,,
STYGOBROMUS PUTEALIS,FALSE,"CG,PR","SP,SW",multi,,Species,AMPHIPODA_ISOPODA,AMPHIPODA-STYGOBROMUS PUTEALIS,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,CRANGONYCTIDAE,,,STYGOBROMUS,PUTEALIS,,,,,,,,STYGOBROMUS PUTEALIS
STYGOTHROMBIIDAE,FALSE,NA,NA,,,Family,TROMBIDIFORMES,STYGOTHROMBIIDAE,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,STYGOTHROMBIIDAE,,,,,,,,,,,,
STYGOTHROMBIUM,FALSE,"PR,PA",NA,uni,,Genus,TROMBIDIFORMES,STYGOTHROMBIIDAE-STYGOTHROMBIUM,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,STYGOTHROMBIIDAE,,,STYGOTHROMBIUM,,,,,,,,,
STYLARIA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-STYLARIA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,STYLARIA,,,,,,,,,
STYLODRILUS,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,LUMBRICULIDAE-STYLODRILUS,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,STYLODRILUS,,,,,,,,,
STYLOGOMPHUS,FALSE,PR,BU,,,Genus,ODONATA,GOMPHIDAE-STYLOGOMPHUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLOGOMPHUS,,,,,,,,,
STYLOGOMPHUS ALBISTYLUS,FALSE,PR,BU,,,Species,ODONATA,GOMPHIDAE-STYLOGOMPHUS ALBISTYLUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLOGOMPHUS,ALBISTYLUS,,,,,,,,STYLOGOMPHUS ALBISTYLUS
STYLOGOMPHUS SIGMASTYLUS,FALSE,PR,BU,,,Species,ODONATA,GOMPHIDAE-STYLOGOMPHUS SIGMASTYLUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLOGOMPHUS,SIGMASTYLUS,,,,,,,,STYLOGOMPHUS SIGMASTYLUS
STYLURUS,FALSE,"CG,PR",BU,semi,,Genus,ODONATA,GOMPHIDAE-STYLURUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,,,,,,,,,
STYLURUS AMNICOLA,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS AMNICOLA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,AMNICOLA,,,,,,,,STYLURUS AMNICOLA
STYLURUS LAURAE,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS LAURAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,LAURAE,,,,,,,,STYLURUS LAURAE
STYLURUS NOTATUS,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS NOTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,NOTATUS,,,,,,,,STYLURUS NOTATUS
STYLURUS PLAGIATUS,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS PLAGIATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,PLAGIATUS,,,,,,,,STYLURUS PLAGIATUS
STYLURUS SCUDDERI,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS SCUDDERI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,SCUDDERI,,,,,,,,STYLURUS SCUDDERI
STYLURUS SPINICEPS,FALSE,"CG,PR",BU,semi,,Species,ODONATA,GOMPHIDAE-STYLURUS SPINICEPS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,STYLURUS,SPINICEPS,,,,,,,,STYLURUS SPINICEPS
SUBLETTEA,FALSE,"CF,CG",NA,multi,,Genus,CHIRONOMIDAE,SUBLETTEA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,SUBLETTEA,,,,,,,,,
SUBLETTEA COFFMANI,FALSE,"CF,CG",NA,multi,,Species,CHIRONOMIDAE,SUBLETTEA COFFMANI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,SUBLETTEA,COFFMANI,,,,,,,,SUBLETTEA COFFMANI
SUPHISELLUS,FALSE,"PR,CG",CB,uni,,Genus,COLEOPTERA,NOTERIDAE-SUPHISELLUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,NOTERIDAE,NOTERINAE,,SUPHISELLUS,,,,,,,,,
SUPHISELLUS BICOLOR,FALSE,"PR,CG",CB,uni,,Species,COLEOPTERA,NOTERIDAE-SUPHISELLUS BICOLOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,NOTERIDAE,NOTERINAE,,SUPHISELLUS,BICOLOR,,,,,,,,SUPHISELLUS BICOLOR
SUPHISELLUS PUNCTICOLLIS,FALSE,"PR,CG",CB,uni,,Species,COLEOPTERA,NOTERIDAE-SUPHISELLUS PUNCTICOLLIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,NOTERIDAE,NOTERINAE,,SUPHISELLUS,PUNCTICOLLIS,,,,,,,,SUPHISELLUS PUNCTICOLLIS
SUSPERATUS PRUDENS,FALSE,NA,NA,,,Species,EPHEMEROPTERA,CAENIDAE-SUSPERATUS PRUDENS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,SUSPERATUS,PRUDENS,,,,,,,,SUSPERATUS PRUDENS
SUWALLIA,FALSE,PR,CN,,,Genus,PLECOPTERA,CHLOROPERLIDAE-SUWALLIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,SUWALLIINI,SUWALLIA,,,,,,,,,
SWELTSA,FALSE,PR,CN,,,Genus,PLECOPTERA,CHLOROPERLIDAE-SWELTSA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,SWELTSA,,,,,,,,,
SWELTSA ONKOS,FALSE,PR,CN,,,Species,PLECOPTERA,CHLOROPERLIDAE-SWELTSA ONKOS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,SWELTSA,ONKOS,,,,,,,,SWELTSA ONKOS
SYMBIOCLADIUS,FALSE,PA,"CN,SP",multi,,Genus,CHIRONOMIDAE,SYMBIOCLADIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,SYMBIOCLADIUS,,,,,,,,,
SYMPETRUM,FALSE,PR,SP,,,Genus,ODONATA,LIBELLULIDAE-SYMPETRUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,,,,,,,,,
SYMPETRUM AMBIGUUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM AMBIGUUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,AMBIGUUM,,,,,,,,SYMPETRUM AMBIGUUM
SYMPETRUM CORRUPTUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM CORRUPTUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,CORRUPTUM,,,,,,,,SYMPETRUM CORRUPTUM
SYMPETRUM COSTIFERUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM COSTIFERUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,COSTIFERUM,,,,,,,,SYMPETRUM COSTIFERUM
SYMPETRUM DANAE,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM DANAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,DANAE,,,,,,,,SYMPETRUM DANAE
SYMPETRUM INTERNUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM INTERNUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,INTERNUM,,,,,,,,SYMPETRUM INTERNUM
SYMPETRUM OBTRUSUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM OBTRUSUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,OBTRUSUM,,,,,,,,SYMPETRUM OBTRUSUM
SYMPETRUM RUBICUNDULUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM RUBICUNDULUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,RUBICUNDULUM,,,,,,,,SYMPETRUM RUBICUNDULUM
SYMPETRUM SEMICINCTUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM SEMICINCTUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,SEMICINCTUM,,,,,,,,SYMPETRUM SEMICINCTUM
SYMPETRUM VICINUM,FALSE,PR,SP,,,Species,ODONATA,LIBELLULIDAE-SYMPETRUM VICINUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,SYMPETRUM,VICINUM,,,,,,,,SYMPETRUM VICINUM
SYMPOTTHASTIA,FALSE,CG,SP,multi,,Genus,CHIRONOMIDAE,SYMPOTTHASTIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,SYMPOTTHASTIA,,,,,,,,,
SYMPOTTHASTIA FULVA,FALSE,CG,SP,multi,,Species,CHIRONOMIDAE,SYMPOTTHASTIA FULVA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,SYMPOTTHASTIA,FULVA,,,,,,,,SYMPOTTHASTIA FULVA
SYNORTHOCLADIUS,FALSE,CG,NA,multi,,Genus,CHIRONOMIDAE,SYNORTHOCLADIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,SYNORTHOCLADIUS,,,,,,,,,
SYNORTHOCLADIUS SEMIVIRENS,FALSE,CG,NA,,,Species,CHIRONOMIDAE,SYNORTHOCLADIUS SEMIVIRENS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,SYNORTHOCLADIUS,SEMIVIRENS,,,,,,,,SYNORTHOCLADIUS SEMIVIRENS
SYNURELLA,FALSE,CG,SP,,,Genus,AMPHIPODA_ISOPODA,AMPHIPODA-SYNURELLA,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,CRANGONYCTIDAE,,,SYNURELLA,,,,,,,,,
