Taxon_Orig,OTU_TolAnal_v1,OTU_Regional_2025,Monotypic,Notes
STROPHITUS UNDULATUS,DNI,STROPHITUS UNDULATUS,,MUSSEL
STROPHOPTERYX,STROPHOPTERYX,STROPHOPTERYX,,
Strophopteryx fasciata,STROPHOPTERYX FASCIATA,STROPHOPTERYX,,most widespread but other sp.  Keys complete?
Stydrilus heringianus,STYLODRILUS,STYLODRILUS,,
STYGOBROMUS,STYGOBROMUS,STYGOBROMUS,,
STYGOBROMUS PUTEALIS,STYGOBROMUS PUTEALIS,STYGOBROMUS,,
Stygothrombiidae,STYGOTHROMBIUM,STYGOTHROMBIUM,,
STYGOTHROMBIUM,STYGOTHROMBIUM,STYGOTHROMBIUM,,
STYLARIA,STYLARIA,STYLARIA,,
Stylaria fossularis,STYLARIA,STYLARIA,,
Stylaria lacustris,STYLARIA,STYLARIA,,
Stylaria sp,STYLARIA,STYLARIA,,
STYLODRILUS,STYLODRILUS,STYLODRILUS,,
Stylodrilus heringianus,STYLODRILUS,STYLODRILUS,,
STYLOGOMPHUS,STYLOGOMPHUS,STYLOGOMPHUS,,
Stylogomphus albistylus,STYLOGOMPHUS ALBISTYLUS,STYLOGOMPHUS ALBISTYLUS,,
Stylogomphus sigmastylus,STYLOGOMPHUS SIGMASTYLUS,STYLOGOMPHUS SIGMASTYLUS,,
Stylogomphus sp.,STYLOGOMPHUS,STYLOGOMPHUS,,
Stylogomphus/Lanthus,GOMPHIDAE,GOMPHIDAE,,
Stylommatophora,DNI,DNI,,Land SNAIL
STYLURUS,STYLURUS,STYLURUS,,
Stylurus amnicola,STYLURUS AMNICOLA,STYLURUS,,
Stylurus laurae,STYLURUS LAURAE,STYLURUS,,
Stylurus notatus,STYLURUS NOTATUS,STYLURUS,,
Stylurus plagiatus,STYLURUS PLAGIATUS,STYLURUS,,
Stylurus scudderi,STYLURUS SCUDDERI,STYLURUS,,
Stylurus sp,STYLURUS,STYLURUS,,
Stylurus sp.,STYLURUS,STYLURUS,,
Stylurus spiniceps,STYLURUS SPINICEPS,STYLURUS,,
Styoldrilus heringianus,STYLODRILUS,STYLODRILUS,,
SUBLETTEA,SUBLETTEA COFFMANI,SUBLETTEA COFFMANI,NEARCTIC,
Sublettea coffmani,SUBLETTEA COFFMANI,SUBLETTEA COFFMANI,NEARCTIC,
Sublettea sp.,SUBLETTEA COFFMANI,SUBLETTEA COFFMANI,NEARCTIC,
Suphisellus,SUPHISELLUS,SUPHISELLUS,,
SUPHISELLUS BICOLOR,SUPHISELLUS BICOLOR,SUPHISELLUS,,
Suphisellus bicolor bicolor,SUPHISELLUS BICOLOR,SUPHISELLUS,,
SUPHISELLUS PUNCTICOLLIS,SUPHISELLUS PUNCTICOLLIS,SUPHISELLUS,,
Suphisellus sp,SUPHISELLUS,SUPHISELLUS,,
SUSPERATUS PRUDENS,SUSPERATUS PRUDENS,SUSPERATUS PRUDENS,REGIONALLY,likely only sp. in region 5 other two are in NW and SW
Suwallia,SUWALLIA,SUWALLIA,Northeast SUWALLIA MARGINATA?,
Suwallia marginata,SUWALLIA,SUWALLIA,Northeast SUWALLIA MARGINATA?,
Suwallia sp.,SUWALLIA,SUWALLIA,Northeast SUWALLIA MARGINATA?,
SWELTSA,SWELTSA,SWELTSA,,likely not Gaufinia due to distribution
Sweltsa onkos,SWELTSA ONKOS,SWELTSA ONKOS,,
Sweltsa sp,SWELTSA,SWELTSA,,likely not Gaufinia due to distribution
Sweltsa sp.,SWELTSA,SWELTSA,,likely not Gaufinia due to distribution
Symbiocladius,SYMBIOCLADIUS,SYMBIOCLADIUS,,
Sympetrum,SYMPETRUM,SYMPETRUM,,
SYMPETRUM AMBIGUUM,SYMPETRUM AMBIGUUM,SYMPETRUM,,
Sympetrum corruptum,SYMPETRUM CORRUPTUM,SYMPETRUM,,
Sympetrum costiferum,SYMPETRUM COSTIFERUM,SYMPETRUM,,
Sympetrum costiferum (Hagen),SYMPETRUM COSTIFERUM,SYMPETRUM,,
SYMPETRUM DANAE,SYMPETRUM DANAE,SYMPETRUM,,
SYMPETRUM INTERNUM,SYMPETRUM INTERNUM,SYMPETRUM,,
SYMPETRUM OBSTRUSUM,SYMPETRUM OBTRUSUM,SYMPETRUM,,
Sympetrum obtrusum,SYMPETRUM OBTRUSUM,SYMPETRUM,,
Sympetrum obtrusum (Hagen),SYMPETRUM OBTRUSUM,SYMPETRUM,,
SYMPETRUM RUBICUNDULUM,SYMPETRUM RUBICUNDULUM,SYMPETRUM,,
Sympetrum semicinctum,SYMPETRUM SEMICINCTUM,SYMPETRUM,,
Sympetrum semicinctum/vicinum,SYMPETRUM,SYMPETRUM,,
Sympetrum sp,SYMPETRUM,SYMPETRUM,,
Sympetrum sp.,SYMPETRUM,SYMPETRUM,,
SYMPETRUM VICINUM,SYMPETRUM VICINUM,SYMPETRUM,,
Sympetrum vicinum/semicinctum,SYMPETRUM,SYMPETRUM,,
Symphitopsyche,HYDROPSYCHE MOROSA GROUP,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche alhedra,HYDROPSYCHE ALHEDRA,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche bronta,HYDROPSYCHE BRONTA,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche morosa,HYDROPSYCHE MOROSA,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche slossanae,HYDROPSYCHE SLOSSONAE,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche slossonae,HYDROPSYCHE SLOSSONAE,HYDROPSYCHE MOROSA GROUP,,
Symphitopsyche sparna,HYDROPSYCHE SPARNA,HYDROPSYCHE MOROSA GROUP,,
SYMPOSIOCLADIUS,ORTHOCLADIUS (SYMPOSIOCLADIUS),ORTHOCLADIUS (SYMPOSIOCLADIUS),,
Symposiocladius lignicola,ORTHOCLADIUS LIGNICOLA,ORTHOCLADIUS (SYMPOSIOCLADIUS),,
SYMPOTTHASTIA,SYMPOTTHASTIA,SYMPOTTHASTIA,,
SYMPOTTHASTIA CF. ZAVRELI EPLER 2001,SYMPOTTHASTIA,SYMPOTTHASTIA,,
SYMPOTTHASTIA FULVA,SYMPOTTHASTIA FULVA,SYMPOTTHASTIA,,
Sympotthastia sp,SYMPOTTHASTIA,SYMPOTTHASTIA,,
Sympotthastia sp.,SYMPOTTHASTIA,SYMPOTTHASTIA,,
Synclita,DNI,LEPIDOPTERA,,
SYNDIAMESA,DIAMESINAE,DIAMESINAE,,
SYNORTHOCLADIUS,SYNORTHOCLADIUS,SYNORTHOCLADIUS,,
Synorthocladius semivirens,SYNORTHOCLADIUS SEMIVIRENS,SYNORTHOCLADIUS,,
Synorthocladius sp.,SYNORTHOCLADIUS,SYNORTHOCLADIUS,,
SYNURELLA,SYNURELLA,SYNURELLA,,
Synurella chamberlaini,SYNURELLA,SYNURELLA,,
Synurella dentata,SYNURELLA,SYNURELLA,,dist suggests this sp.
SYRPHIDAE,SYRPHIDAE,SYRPHIDAE,,
TABANIDAE,TABANIDAE,TABANIDAE,,
Tabanidae sp.,TABANIDAE,TABANIDAE,,
TABANUS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus atratus,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus fairchildi,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS LINEOLA,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS MARGINALIS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS NIGRESCENS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS NIGRIPES,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS NOVAESCOTIAE,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus reinwardtii,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus sp,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus sp.,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS SPARUS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS SUBNIGER,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS SUBSIMILIS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tabanus villosulus,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS/ATYLOTUS,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
TABANUS/ATYLOTUS HILSENHOFF 1995,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tachopteryx,TACHOPTERYX,TACHOPTERYX,,
tadpole,DNI,DNI,,tadpole
TAENIONEMA,TAENIONEMA,TAENIONEMA,,
Taenionema atlanticum,TAENIONEMA,TAENIONEMA,,
Taenionema sp.,TAENIONEMA,TAENIONEMA,,
TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,,
TAENIOPTERYX,TAENIOPTERYX,TAENIOPTERYX,,keys complete?
Taeniopteryx burksi,TAENIOPTERYX BURKSI,TAENIOPTERYX,,keys complete?
TAENIOPTERYX METEQUI,TAENIOPTERYX METEQUI,TAENIOPTERYX,,keys complete?
Taeniopteryx nivalis,TAENIOPTERYX NIVALIS,TAENIOPTERYX,,keys complete?
TAENIOPTERYX PARVULA,TAENIOPTERYX PARVULA,TAENIOPTERYX,,keys complete?
Taeniopteryx sp,TAENIOPTERYX,TAENIOPTERYX,,keys complete?
Taeniopteryx sp.,TAENIOPTERYX,TAENIOPTERYX,,keys complete?
Talitridae,HYALELLA,HYALELLA,,
TALLAPERLA,TALLAPERLA,TALLAPERLA,,
Tallaperla maria,TALLAPERLA,TALLAPERLA,,
Tallaperla sp.,TALLAPERLA,TALLAPERLA,,
Tanabus sp.,TABANUS,ATYLOTUS/TABANUS/WHITNEYOMYIA,,
Tanyderidae,TANYDERIDAE,TANYDERIDAE,,has been ID'd by distribution only
TANYPODINAE,TANYPODINAE,TANYPODINAE,,
Tanypodinae (subfamily),TANYPODINAE,TANYPODINAE,,
Tanypodinae sp.,TANYPODINAE,TANYPODINAE,,
Tanypodini,TANYPODINI,TANYPODINI,,
TANYPUS,TANYPUS,TANYPUS,,
TANYPUS CARINATUS,TANYPUS CARINATUS,TANYPUS,,
TANYPUS CONCAVUS,TANYPUS CONCAVUS,TANYPUS,,
Tanypus neopunctipennis,TANYPUS NEOPUNCTIPENNIS,TANYPUS,,
Tanypus punctipennis,TANYPUS PUNCTIPENNIS,TANYPUS,,
"Tanypus punctipennis (sensu Roback, 1977)",TANYPUS PUNCTIPENNIS,TANYPUS,,
Tanypus sp,TANYPUS,TANYPUS,,
Tanypus sp.,TANYPUS,TANYPUS,,
Tanypus stellatus,TANYPUS STELLATUS,TANYPUS,,
TANYPUS VILIPENNIS,TANYPUS VILIPENNIS,TANYPUS,,
Tanysphyrus,DNI,CURCULIONIDAE,,
TANYSPHYRUS LEMNAE,DNI,CURCULIONIDAE,,
TANYTARSINI,TANYTARSINI,TANYTARSINI,,
Tanytarsini genus A Ekrem,TANYTARSINI GENUS A EKREM,TANYTARSINI GENUS A EKREM,,
Tanytarsini Genus A sp.,TANYTARSINI GENUS A EKREM,TANYTARSINI GENUS A EKREM,,
TANYTARSUS,TANYTARSUS,TANYTARSUS,,
Tanytarsus buckleyi,TANYTARSUS BUCKLEYI,TANYTARSUS,,
Tanytarsus confusus,TANYTARSUS,TANYTARSUS,,
Tanytarsus curticornis,TANYTARSUS CURTICORNIS,TANYTARSUS,,
TANYTARSUS GIBBUS,TANYTARSUS GIBBUS,TANYTARSUS,,
TANYTARSUS GLABRESCAN,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens,TANYTARSUS,TANYTARSUS,,
Tanytarsus glabrescens group,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 1,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 2,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 3,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 4,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 5,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 6,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus glabrescens group sp 7,TANYTARSUS GLABRESCENS GROUP,TANYTARSUS,,
Tanytarsus guerlus,TANYTARSUS,TANYTARSUS,,
TANYTARSUS HASTATUS,TANYTARSUS HASTATUS,TANYTARSUS,,
Tanytarsus mendax,TANYTARSUS MENDAX,TANYTARSUS,,
Tanytarsus n. sp. near curticornis,TANYTARSUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sepp,TANYTARSUS SEPP,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp,TANYTARSUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp 1,TANYTARSUS SPECIES 1,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp 3,TANYTARSUS SPECIES 3,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp.,TANYTARSUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp. N (Epler 2014),TANYTARSUS SPECIES N,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus sp. U (Epler 2001),TANYTARSUS SPECIES U,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES 1,TANYTARSUS SPECIES 1,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES 3,TANYTARSUS SPECIES 3,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES A,TANYTARSUS SEPP,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES C,TANYTARSUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES G,TANYTARSUS SPECIES G,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES M,TANYTARSUS SPECIES M,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES N,TANYTARSUS SPECIES N,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES S,TANYTARSUS GIBBUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES T,TANYTARSUS HASTATUS,TANYTARSUS,,keys are highly regionalized and many provisional taxa
TANYTARSUS SPECIES U,TANYTARSUS SPECIES U,TANYTARSUS,,keys are highly regionalized and many provisional taxa
Tanytarsus varelus,TANYTARSUS,TANYTARSUS,,
Taphromysis,TAPHROMYSIS,TAPHROMYSIS,,
Taphromysis louisianae,TAPHROMYSIS LOUISIANAE,TAPHROMYSIS,,Non- native and southern ( Gulf Coast)
Tasserkidrilus,TASSERKIDRILUS,TASSERKIDRILUS,,
Tasserkidrilus sp.,TASSERKIDRILUS,TASSERKIDRILUS,,
Telmatodrilus,NAIDIDAE,NAIDIDAE,,
TELMATOPELOPIA,TELMATOPELOPIA NEMORUM,THIENEMANNIMYIA GROUP,NEARCTIC,
TELMATOPELOPIA NEMORUM,TELMATOPELOPIA NEMORUM,THIENEMANNIMYIA GROUP,NEARCTIC,
Telmatoscopus,PERICOMAINI,PERICOMAINI,,
Telmatoscopus albipunctatus,PERICOMAINI,PERICOMAINI,,
Telmatoscopus sp,PERICOMAINI,PERICOMAINI,,
TELOGANOPSIS,TELOGANOPSIS DEFICIENS,TELOGANOPSIS DEFICIENS,,
Teloganopsis deficiens,TELOGANOPSIS DEFICIENS,TELOGANOPSIS DEFICIENS,,
Teloganopsis sp,TELOGANOPSIS DEFICIENS,TELOGANOPSIS DEFICIENS,,
Telopelopia,TELOPELOPIA OKOBOJI,THIENEMANNIMYIA GROUP,NEARCTIC,
Telopelopia okoboji,TELOPELOPIA OKOBOJI,THIENEMANNIMYIA GROUP,NEARCTIC,
Tenebrionidae,DNI,DNI,,TERRESTRIAL
Tenedrilus Flexus,DNI,DNI,,
Tenthredinidae,DNI,DNI,,Saw fly
Tenthridinidae,DNI,DNI,,
Teragnatha sp.,DNI,DNI,,
Terrestrail,DNI,DNI,,
terrestrial,DNI,DNI,,
terrestrial ?,DNI,DNI,,
terrestrial beetles,DNI,DNI,,
terrestrial family,DNI,DNI,,
terrestrial flies,DNI,DNI,,
terrestrial hemipteran,DNI,DNI,,
terrestrial lepidopteran,DNI,DNI,,
terrestrial slug,DNI,DNI,,
terrestrials,DNI,DNI,,
terrestril stinkbug,DNI,DNI,,
TESTUDACARUS,TESTUDACARUS,TESTUDACARUS,,
Tetaganatha sp.,DNI,DNI,,spider
Tetaganathus sp.,DNI,DNI,,spider
Tetagognatha sp.,DNI,DNI,,spider
TETANOCERA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA ANNAE,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA CLARA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA FERRUGINEA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA FUSCINERVIS,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA LOEWI,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA MELANOSTIGMA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA MESOPORA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA MONTANA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA NIGRICOSTA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA OXIA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA PLEBEJA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA PLUMOSA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA ROBUSTA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA ROTUNDICORNIS,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA VALIDA,SCIOMYZIDAE,SCIOMYZIDAE,,
TETANOCERA VICINA,SCIOMYZIDAE,SCIOMYZIDAE,,
Tetraganatha sp.,DNI,DNI,,
TETRAGNATHA,DNI,DNI,,
Tetragnatha elongata Walckenaer (new),DNI,DNI,,
Tetragnatha sp.,DNI,DNI,,
Tetragnatha versicolor,DNI,DNI,,
Tetragnathus sp.,DNI,DNI,,
Tetragoneuria,EPITHECA (TETRAGONEURIA),EPITHECA,,
TETRAGONEURIA CANIS,EPITHECA CANIS,EPITHECA,,maybe future target of sp. larval key depends on nr. Adult morphological ratios
TETRAGONEURIA CYNOSURA,EPITHECA CYNOSURA,EPITHECA,,maybe future target of sp. larval key depends on nr. Adult morphological ratios
Tetragoneuria sp.,EPITHECA (TETRAGONEURIA),EPITHECA,,
Tetragoneuria spinigera,EPITHECA SPINIGERA,EPITHECA,,maybe future target of sp. larval key depends on nr. Adult morphological ratios
Tetragoneuria spinigera Selys,EPITHECA SPINIGERA,EPITHECA,,maybe future target of sp. larval key depends on nr. Adult morphological ratios
TETRASTEMMATIDAE,DNI,NEMERTEA,,
Tetrastichus,DNI,DNI,,parasitic wasp
THANATEGIA,EMPIDIDAE,EMPIDIDAE,,LARVAE NOT KEYED
Thaulameidae,THAUMALEIDAE,THAUMALEIDAE,,spelling?
Thaumaleidae,THAUMALEIDAE,THAUMALEIDAE,,
Theliderma cylindrica,DNI,THELIDERMA CYLINDRICA,,mussel
Theliderma metanevra,DNI,THELIDERMA METANEVRA,,mussel
Theliopsyche,THELIOPSYCHE,THELIOPSYCHE,,
Theliopsyche melas,THELIOPSYCHE,THELIOPSYCHE,,7 spp.
Thermonectus,THERMONECTUS,THERMONECTUS,,
Thermonectus basillaris,THERMONECTUS BASILLARIS,THERMONECTUS,,
Thermonectus nigrofasciatus,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,,
THERMONECTUS NIGROFASCIATUS ORNATICOLLIS,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,,
Thermonectus sp,THERMONECTUS,THERMONECTUS,,
Thermonectus sp.,THERMONECTUS,THERMONECTUS,,
THEROMYZON,THEROMYZON,THEROMYZON,,
THEROMYZON BIFARIUM,THEROMYZON BIFARIUM,THEROMYZON,,
THEROMYZON RUDE,THEROMYZON RUDE,THEROMYZON,,
Theromyzon sp,THEROMYZON,THEROMYZON,,
Theromyzon sp.,THEROMYZON,THEROMYZON,,
Thienemaniella sp.,THIENEMANNIELLA,THIENEMANNIELLA,,
Thienemannia,THIENEMANNIA,THIENEMANNIA,,
THIENEMANNIA PILINUCHA,THIENEMANNIA,THIENEMANNIA,,
THIENEMANNIELLA,THIENEMANNIELLA,THIENEMANNIELLA,,
Thienemanniella boltoni,THIENEMANNIELLA BOLTONI,THIENEMANNIELLA,,
Thienemanniella fusca,THIENEMANNIELLA FUSCA,THIENEMANNIELLA,,
Thienemanniella lobapodema,THIENEMANNIELLA LOBAPODEMA,THIENEMANNIELLA,,
THIENEMANNIELLA OBSCURA,THIENEMANNIELLA OBSCURA,THIENEMANNIELLA,,
Thienemanniella partita,THIENEMANNIELLA PARTITA,THIENEMANNIELLA,,
Thienemanniella similis,THIENEMANNIELLA SIMILIS,THIENEMANNIELLA,,
Thienemanniella sp,THIENEMANNIELLA,THIENEMANNIELLA,,
Thienemanniella sp B,THIENEMANNIELLA SPECIES B,THIENEMANNIELLA,,
Thienemanniella sp.,THIENEMANNIELLA,THIENEMANNIELLA,,
THIENEMANNIELLA SPECIES B,THIENEMANNIELLA SPECIES B,THIENEMANNIELLA,,
THIENEMANNIELLA SPECIES B EPLER 2001,THIENEMANNIELLA SPECIES B,THIENEMANNIELLA,,
Thienemanniella taurocapita,THIENEMANNIELLA TAUROCAPITA,THIENEMANNIELLA,,
Thienemanniella xena,THIENEMANNIELLA XENA,THIENEMANNIELLA,,
THIENEMANNIMYIA,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia (Hayesomyia) senata,THIENEMANNIMYIA SENATA,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia (T.) norena,THIENEMANNIMYIA NORENA,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia complex,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
THIENEMANNIMYIA GENUS GR.,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia genus group,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia gr.,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia gr. sp.,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
THIENEMANNIMYIA GROUP FERRINGTON ET AL. 2008,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia norena,THIENEMANNIMYIA NORENA,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia senata,THIENEMANNIMYIA SENATA,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia sp,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienemannimyia sp.,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
THIENEMANNIMYIA-GROUP,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
Thienmannimyia complex,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,,pupae/pharate larvae are needed
THINOBIUS,DNI,STAPHYLINIDAE,,
Thornia,DNI,NEMATA,,
Thremmatidae,THREMMATIDAE,THREMMATIDAE,,NEOPHYLAX and OLIGOPHLEBODES
THYAS,PARATHYAS,PARATHYAS,,
Thysanoptera,DNI,THYSANOPTERA,,thrips
TIMPANOGA,DNI,TIMPANOGA HECUBA,,questionable - unless very old DANNELLA data
Timpanoga hecuba,DNI,TIMPANOGA HECUBA,,questionable - unless very old DANNELLA data
Tingidae,DNI,DNI,,lace bugs
Tiphodytes,DNI,DNI,,parasitic wasp
TIPULA,TIPULA,TIPULA,,
Tipula (Angarotipula) sp,TIPULA (ANGAROTIPULA),TIPULA,,
Tipula (Nippotipula),TIPULA (NIPPOTIPULA),TIPULA,,
Tipula (Nippotipula) sp.,TIPULA (NIPPOTIPULA),TIPULA,,
Tipula (Yamatotipula),TIPULA (YAMATOTIPULA),TIPULA,,
Tipula abdominalis,TIPULA ABDOMINALIS,TIPULA,,
TIPULA CALOPTERA,TIPULA CALOPTERA,TIPULA,,
TIPULA CAYUGA,TIPULA CAYUGA,TIPULA,,
TIPULA COLLARIS,TIPULA COLLARIS,TIPULA,,
TIPULA CONCAVA,TIPULA CONCAVA,TIPULA,,
TIPULA DEJECTA,TIPULA DEJECTA,TIPULA,,
TIPULA DICKINSONI,TIPULA DICKINSONI,TIPULA,,
TIPULA ELUTA,TIPULA ELUTA,TIPULA,,
TIPULA FURCA,TIPULA FURCA,TIPULA,,
Tipula ignobilis,TIPULA IGNOBILIS,TIPULA,,
TIPULA NOBILIS,TIPULA NOBILIS,TIPULA,,
TIPULA NOVEBORACENSIS,TIPULA NOVEBORACENSIS,TIPULA,,
TIPULA SAYI,TIPULA SAYI,TIPULA,,
Tipula sp,TIPULA,TIPULA,,
Tipula sp.,TIPULA,TIPULA,,
Tipula sp. u.d.,TIPULA,TIPULA,,
TIPULA TEPHROCEPHALA,TIPULA TEPHROCEPHALA,TIPULA,,
TIPULA TRICOLOR,TIPULA TRICOLOR,TIPULA,,
TIPULA VICINA,TIPULA VICINA,TIPULA,,
TIPULIDAE,TIPULIDAE,TIPULIDAE,,
Tipuloidea,DNI,TIPULOIDEA,,pupae?
Tokunagaia,TOKUNAGAIA,TOKUNAGAIA,,
Tokunagaia sp,TOKUNAGAIA,TOKUNAGAIA,,
TORRENTICOLA,TORRENTICOLA,TORRENTICOLA,,
Torrenticola sp.,TORRENTICOLA,TORRENTICOLA,,
TORRENTICOLIDAE,TORRENTICOLIDAE,TORRENTICOLIDAE,,
Tortopus,TORTOPUS,TORTOPUS,,
TORTOPUS PRIMUS,TORTOPUS PRIMUS,TORTOPUS,,
TORTRICIDAE,DNI,LEPIDOPTERA,,
TOXOLASMA,TOXOLASMA,TOXOLASMA,,
Toxolasma parvum,TOXOLASMA PARVUM,TOXOLASMA PARVUM,,
TOXOLASMA PARVUS,TOXOLASMA PARVUM,TOXOLASMA PARVUM,,
Toxorhynchites,TOXORHYNCHITES,TOXORHYNCHITES,,
TRACHELAS,DNI,DNI,,
Trachelas sp.,DNI,DNI,,
Tramea,TRAMEA,TRAMEA,,
TRAMEA CAROLINA,TRAMEA CAROLINA,TRAMEA,,
TRAMEA LACERATA,TRAMEA LACERATA,TRAMEA,,
TRAMEA ONUSTA,TRAMEA ONUSTA,TRAMEA,,
Tramea sp,TRAMEA,TRAMEA,,
TRASSERKIDRILUS,TASSERKIDRILUS,TASSERKIDRILUS,,
TRASSERKIDRILUS HARMANI,TASSERKIDRILUS,TASSERKIDRILUS,,
